X1,Price,Lot.Size,Waterfront,Age,Land.Value,New.Construct,Central.Air,Fuel.Type,Heat.Type,Sewer.Type,Living.Area,Pct.College,Bedrooms,Fireplaces,Bathrooms,Rooms,Fireplace,Beds
1244,225000,0.46,No,35,62600,No,Yes,Gas,Hot Air,Public,1600,62,4,None,2.0,6,No,4 or more
1245,309750,0.07,No,15,48200,No,Yes,Gas,Hot Air,Public,1744,62,3,1,2.5,5,Yes,3
1246,658300,0.69,No,3,101500,No,Yes,Gas,Hot Air,Public,3208,62,4,1,2.5,11,Yes,4 or more
1247,203000,0.06,No,16,45800,No,Yes,Gas,Hot Air,Public,1290,62,2,None,1.5,7,No,2 or fewer
1248,375000,0.03,No,19,27000,No,Yes,Gas,Hot Air,Public,1900,62,2,1,2.5,7,Yes,2 or fewer
1249,62500,1.0,No,25,24700,No,No,Oil,Hot Air,Private,2808,35,3,None,1.0,11,No,3
1250,205000,0.19,No,18,7300,No,No,Gas,Hot Air,Public,1576,35,3,None,1.5,4,No,3
1251,84500,0.2,No,135,7300,No,No,Gas,Hot Water,Public,1118,35,3,None,1.0,5,No,3
1252,280500,1.09,No,8,23000,No,Yes,Gas,Hot Air,Private,1752,35,3,2 or more,2.0,6,Yes,3
1253,182000,0.02,No,32,22500,No,No,Electric,Electric,Private,1753,35,3,None,1.5,5,No,3
1254,571000,1.0,No,14,128500,No,Yes,Gas,Hot Air,None,2186,62,3,None,2.5,10,No,3
1255,168000,0.25,No,35,50000,No,No,Gas,Hot Air,Public,1800,62,2,None,1.0,5,No,2 or fewer
1256,354000,0.46,No,30,56600,No,Yes,Gas,Hot Air,Public,2462,62,5,1,2.5,10,Yes,4 or more
1257,238000,0.2,No,50,70000,No,No,Gas,Hot Water,Public,1286,62,5,None,2.0,10,No,4 or more
1258,182000,0.16,No,35,97000,No,Yes,Gas,Hot Air,Public,1337,62,3,None,1.0,8,No,3
1259,218500,0.17,No,5,37600,No,No,Gas,Hot Air,Public,1170,62,2,1,2.5,4,Yes,2 or fewer
1260,227500,0.55,No,53,73400,No,No,Gas,Hot Air,Public,1185,62,3,None,1.0,4,No,3
1261,375000,0.5,No,19,59000,No,Yes,Gas,Hot Air,Public,2424,62,4,1,2.5,8,Yes,4 or more
1262,399900,0.09,No,125,83000,No,No,Gas,Hot Water,Public,1828,62,3,None,1.5,7,No,3
1263,360000,0.34,No,41,80000,No,Yes,Electric,Electric,Private,2176,62,4,1,2.5,8,Yes,4 or more
1264,412500,0.39,No,4,85400,No,Yes,Gas,Hot Air,Public,2000,62,3,1,2.5,6,Yes,3
1265,268500,0.18,No,10,38400,No,Yes,Gas,Hot Air,Public,1340,62,3,1,2.5,8,Yes,3
1266,300300,0.13,No,52,63000,No,No,Gas,Hot Air,Public,1208,62,3,None,1.0,6,No,3
1267,382500,0.19,No,2,57600,No,Yes,Gas,Hot Air,Public,2244,62,4,1,2.5,10,Yes,4 or more
1268,189000,0.3,No,31,53000,No,No,Gas,Hot Air,Public,1592,62,3,1,1.5,7,Yes,3
1269,295000,0.39,No,17,52400,No,Yes,Gas,Hot Air,Public,1831,62,3,1,2.5,7,Yes,3
1270,220000,0.01,No,37,182600,No,No,Gas,Hot Water,Private,1093,62,2,1,1.5,5,Yes,2 or fewer
1271,223000,0.12,No,110,89000,No,No,Gas,Hot Water,Public,1460,62,2,None,1.0,5,No,2 or fewer
1272,399000,0.25,No,152,115000,No,No,Gas,Hot Water,Public,2128,62,3,1,1.5,10,Yes,3
1273,169480,0.24,No,30,49100,No,No,Gas,Hot Air,Public,1368,62,3,None,1.0,5,No,3
1274,347750,0.15,No,1,36000,No,Yes,Gas,Hot Air,Public,2200,62,3,1,2.5,8,Yes,3
1275,455000,0.25,No,23,61000,No,Yes,Gas,Hot Air,Public,2310,62,2,1,3.0,8,Yes,2 or fewer
1276,249900,0.04,No,12,25600,No,Yes,Gas,Hot Air,Public,1776,62,3,1,2.5,7,Yes,3
1277,250000,0.05,No,8,32000,No,Yes,Electric,Electric,Public,1852,62,3,None,2.5,9,No,3
1278,265000,0.32,No,42,144900,No,Yes,Gas,Hot Air,Public,1092,62,2,None,2.0,4,No,2 or fewer
1279,670000,0.11,No,121,87000,No,No,Gas,Hot Water,Public,2247,62,4,None,2.0,8,No,4 or more
1280,195000,0.11,No,19,49800,No,Yes,Gas,Hot Air,Public,1311,62,3,None,1.5,8,No,3
1281,360000,0.13,No,4,110200,No,Yes,Gas,Hot Air,Public,1392,62,3,None,2.5,4,No,3
1282,175000,0.4,No,33,59000,No,Yes,Gas,Hot Air,Public,1116,62,4,None,1.5,8,No,4 or more
1283,166500,0.1,No,115,49500,No,No,Gas,Hot Air,Public,812,62,2,None,1.0,4,No,2 or fewer
1284,190100,0.48,No,27,31700,No,No,Gas,Hot Air,Private,1872,52,4,1,2.5,8,Yes,4 or more
1285,180500,0.75,No,8,20500,No,Yes,Electric,Hot Air,Public,1248,40,3,None,2.0,5,No,3
1286,440000,0.19,Yes,3,97300,No,No,Gas,Hot Water,Private,1702,52,2,None,2.0,4,No,2 or fewer
1287,170000,0.51,No,57,13300,No,No,Oil,Hot Water,Private,1346,52,2,1,1.0,4,Yes,2 or fewer
1288,220000,0.63,No,20,17700,No,No,Gas,Hot Water,Private,1596,52,3,1,2.0,6,Yes,3
1289,70500,0.09,No,57,1000,No,No,Gas,Hot Air,Public,884,36,3,None,1.0,7,No,3
1290,65000,0.13,No,137,700,No,No,Gas,Hot Air,Private,814,36,2,None,1.0,3,No,2 or fewer
1291,127500,0.19,No,71,3200,No,No,Gas,Hot Air,Public,720,36,2,None,1.0,5,No,2 or fewer
1292,155000,0.57,No,28,2600,No,No,Electric,Electric,Private,2051,36,3,None,1.0,5,No,3
1293,255500,0.92,No,11,2600,No,Yes,Oil,Hot Air,Private,1590,36,2,1,2.0,6,Yes,2 or fewer
1294,136000,0.35,No,39,1600,No,No,Electric,Electric,Private,1202,36,3,None,1.0,6,No,3
1295,204000,0.86,No,16,4300,No,No,Oil,Hot Water,Private,2016,36,3,None,1.5,5,No,3
1296,200000,0.8,No,6,2000,No,No,Gas,Hot Air,Private,1274,36,3,1,2.0,6,Yes,3
1297,163000,0.36,No,40,3600,No,No,Oil,Hot Air,Private,960,36,3,None,1.0,5,No,3
1298,149350,0.44,No,47,4000,No,Yes,Gas,Hot Air,Private,1056,36,3,None,1.0,6,No,3
1299,235000,0.25,No,12,5200,No,Yes,Oil,Hot Air,Private,1820,36,3,None,3.5,8,No,3
1300,260000,0.65,No,27,16500,No,No,Gas,Hot Air,Private,2486,62,4,1,2.5,7,Yes,4 or more
1301,210000,0.46,No,27,13800,No,Yes,Gas,Hot Air,Private,1890,62,3,None,2.5,9,No,3
1302,159900,0.7,No,84,4600,No,No,Oil,Hot Water,Private,1274,36,4,1,1.0,6,Yes,4 or more
1303,209000,0.55,No,14,3000,No,Yes,Oil,Hot Air,Private,1716,36,4,None,2.0,6,No,4 or more
1304,135000,0.35,No,22,12000,No,Yes,Electric,Electric,Private,1336,62,2,1,1.5,4,Yes,2 or fewer
1305,200000,0.96,No,45,8700,No,No,Gas,Hot Air,Private,1392,62,3,None,1.0,5,No,3
1306,432600,0.54,No,1,20400,No,Yes,Gas,Hot Air,Private,2346,62,4,None,2.5,10,No,4 or more
1307,195000,0.47,No,19,14100,No,No,Gas,Hot Air,Private,1475,62,3,None,1.5,7,No,3
1308,165000,0.52,No,16,5500,No,No,Electric,Electric,Private,1248,27,3,None,2.0,6,No,3
1309,198000,0.15,No,16,10000,Yes,Yes,Electric,Electric,Private,1920,27,4,1,2.5,10,Yes,4 or more
1310,219000,0.65,No,2,4000,No,No,Oil,Hot Air,Private,2040,27,4,None,2.5,8,No,4 or more
1311,430000,1.34,Yes,15,75700,No,No,Electric,Electric,Private,2649,21,3,1,3.0,7,Yes,3
1312,120000,0.17,No,105,4100,No,No,Oil,Hot Air,Private,1500,64,3,None,1.0,6,No,3
1313,373735,0.53,No,1,233000,Yes,Yes,Gas,Hot Air,Public,3163,64,4,1,2.5,10,Yes,4 or more
1314,183853,0.14,No,18,19600,No,Yes,Gas,Hot Air,Public,1343,64,2,1,1.5,4,Yes,2 or fewer
1315,213500,0.46,No,17,36600,No,Yes,Gas,Hot Air,Public,1573,64,3,1,2.0,5,Yes,3
1316,155000,0.09,No,18,20500,No,Yes,Electric,Electric,Public,1270,64,3,1,1.5,4,Yes,3
1317,197000,0.41,No,14,26700,No,No,Gas,Hot Air,Public,1316,64,3,None,1.5,8,No,3
1318,392499,0.48,No,11,47400,No,Yes,Gas,Hot Air,Public,3092,64,4,1,2.5,11,Yes,4 or more
1319,229900,0.44,No,7,24200,No,No,Gas,Hot Air,Public,1328,64,3,1,2.5,8,Yes,3
1320,289250,0.42,No,14,28500,No,No,Oil,Hot Water,Private,2560,64,4,1,2.5,12,Yes,4 or more
1321,189900,0.12,No,17,16800,No,Yes,Gas,Hot Air,Public,1343,64,2,1,2.5,6,Yes,2 or fewer
1322,397200,0.46,No,1,3200,Yes,Yes,Gas,Hot Air,Public,3250,64,4,1,3.0,12,Yes,4 or more
1323,389405,0.35,No,1,233000,Yes,Yes,Gas,Hot Air,Public,3086,64,3,1,2.5,8,Yes,3
1324,135000,0.66,No,155,25200,No,No,Oil,Hot Water,Private,1080,64,2,1,1.0,3,Yes,2 or fewer
1325,174000,0.13,No,16,18200,No,Yes,Gas,Hot Air,Public,1120,64,2,1,1.5,6,Yes,2 or fewer
1326,525000,0.46,No,1,70100,No,Yes,Gas,Hot Air,Public,2876,64,5,1,3.5,12,Yes,4 or more
1327,135000,0.01,No,19,9900,No,Yes,Electric,Electric,Public,1281,64,2,None,2.5,3,No,2 or fewer
1328,412000,0.62,No,9,57800,No,Yes,Gas,Hot Air,Public,2900,64,4,1,2.5,10,Yes,4 or more
1329,186000,0.08,No,18,20400,No,Yes,Gas,Hot Air,Public,1512,64,2,1,1.5,7,Yes,2 or fewer
1330,453935,0.58,No,1,233000,Yes,Yes,Gas,Hot Air,Public,2879,64,4,1,2.5,9,Yes,4 or more
1331,355000,0.69,No,3,43700,No,Yes,Gas,Hot Air,Public,2537,64,4,1,2.0,11,Yes,4 or more
1332,186000,0.35,No,37,23500,No,No,Gas,Hot Water,Public,1056,64,3,None,1.0,4,No,3
1333,197000,0.14,No,16,19600,No,No,Gas,Hot Air,Public,1296,64,2,1,1.5,6,Yes,2 or fewer
1334,180000,0.13,No,18,20900,No,Yes,Electric,Electric,Public,1512,64,2,1,1.5,3,Yes,2 or fewer
1335,178000,0.47,No,27,32000,No,No,Oil,Hot Air,Public,1338,64,3,1,2.0,7,Yes,3
1336,305000,0.33,No,10,35400,No,Yes,Gas,Hot Air,Public,2368,64,4,1,2.5,7,Yes,4 or more
1337,262000,0.46,No,8,25100,No,Yes,Gas,Hot Air,Public,1528,64,3,None,2.5,4,No,3
1338,225000,0.89,No,27,30900,No,Yes,Gas,Hot Air,Public,1857,64,4,1,2.5,8,Yes,4 or more
1339,403040,0.49,No,0,233000,Yes,Yes,Gas,Hot Air,Public,3320,64,4,1,2.5,12,Yes,4 or more
1340,388500,0.46,No,14,36600,No,Yes,Gas,Hot Air,Public,2227,64,4,1,2.5,10,Yes,4 or more
1341,417000,0.13,No,6,46500,No,Yes,Gas,Hot Air,Public,2742,64,4,1,2.5,11,Yes,4 or more
1342,410000,0.5,No,9,37800,No,No,Gas,Hot Air,Public,2988,64,5,1,2.5,11,Yes,4 or more
1343,170000,0.35,No,17,37000,No,Yes,Gas,Hot Air,Public,1656,64,3,1,1.5,8,Yes,3
1344,295000,0.01,No,9,28400,No,No,Gas,Hot Air,Public,1760,64,3,1,2.5,5,Yes,3
1345,216000,0.38,No,39,25000,No,No,Gas,Hot Air,Public,1702,64,4,1,1.5,8,Yes,4 or more
1346,221649,0.37,No,38,24500,No,No,Gas,Hot Water,Public,1682,64,3,1,1.5,4,Yes,3
1347,199900,0.21,No,17,28800,No,Yes,Gas,Hot Air,Public,1180,64,2,1,1.5,4,Yes,2 or fewer
1348,463000,0.64,No,3,153800,No,Yes,Gas,Hot Air,Public,2885,64,4,1,2.5,10,Yes,4 or more
1349,146500,0.02,No,20,14900,No,Yes,Electric,Electric,Public,1281,64,2,None,2.5,3,No,2 or fewer
1350,225000,0.24,No,18,29500,No,Yes,Gas,Hot Air,Public,1596,64,3,1,2.0,4,Yes,3
1351,160000,0.16,No,21,15100,No,No,Electric,Electric,Public,1184,40,3,None,2.0,4,No,3
1352,275055,0.46,No,1,108900,Yes,Yes,Gas,Hot Air,Public,2745,40,4,1,3.0,8,Yes,4 or more
1353,315513,0.46,No,1,108900,Yes,Yes,Gas,Hot Air,Public,2680,40,4,1,2.5,11,Yes,4 or more
1354,323759,0.35,No,1,108900,Yes,No,Gas,Hot Air,Public,2483,40,3,1,2.5,10,Yes,3
1355,167500,0.92,No,19,25000,No,No,Oil,Hot Air,Private,1188,40,3,None,1.0,4,No,3
1356,272699,0.3,No,1,108900,Yes,Yes,Gas,Hot Air,Public,2366,40,4,1,3.0,7,Yes,4 or more
1357,177500,0.31,No,19,27000,No,No,Gas,Hot Air,Public,1508,40,3,1,1.5,4,Yes,3
1358,128000,1.0,No,50,20500,No,No,Oil,Hot Water,Private,792,40,2,None,1.0,4,No,2 or fewer
1359,317105,0.44,No,1,108900,No,No,Gas,Hot Air,Public,3285,40,4,1,2.5,10,Yes,4 or more
1360,144500,0.15,No,18,15100,No,No,Gas,Electric,Public,1673,40,2,None,2.0,5,No,2 or fewer
1361,260000,0.33,No,7,26000,No,No,Gas,Hot Air,Public,2000,64,4,None,2.5,7,No,4 or more
1362,244000,0.33,No,18,27000,No,No,Electric,Electric,Public,1561,40,3,1,1.5,4,Yes,3
1363,287989,0.4,No,1,108900,Yes,Yes,Gas,Hot Air,Public,2828,40,4,1,3.0,9,Yes,4 or more
1364,159000,0.16,No,18,15100,No,No,Electric,Electric,Public,1592,40,3,None,1.5,8,No,3
1365,167000,0.16,No,18,15100,No,No,Electric,Electric,Public,1184,40,3,None,2.0,8,No,3
1366,348000,0.17,No,14,10200,No,Yes,Oil,Hot Air,Public,1708,40,2,1,2.0,4,Yes,2 or fewer
1367,140000,0.17,No,26,15200,No,Yes,Electric,Hot Air,Public,1276,40,2,1,2.0,6,Yes,2 or fewer
1368,145000,0.15,No,20,15100,No,No,Electric,Electric,Public,1184,40,2,None,1.5,3,No,2 or fewer
1369,150450,0.17,No,21,15800,No,No,Electric,Electric,Public,908,40,2,None,1.0,5,No,2 or fewer
1370,230000,0.95,No,15,32800,No,No,Gas,Hot Water,Private,1612,64,3,1,2.0,6,Yes,3
1371,147423,0.16,No,19,15700,No,No,Electric,Electric,Public,912,40,2,1,1.5,3,Yes,2 or fewer
1372,223000,0.33,No,17,27000,No,No,Electric,Electric,Public,1508,40,3,1,1.5,6,Yes,3
1373,167500,0.16,No,18,15100,No,No,Electric,Electric,Public,1492,40,3,None,2.5,6,No,3
1374,299000,0.1,No,25,6000,No,No,Electric,Electric,Public,874,40,3,1,1.0,5,Yes,3
1375,235900,0.59,No,33,26400,No,No,Gas,Hot Water,Public,1573,64,4,1,2.5,6,Yes,4 or more
1376,147000,0.24,No,115,7200,No,No,Gas,Hot Air,Public,1227,64,3,1,1.0,5,Yes,3
1377,305000,0.53,No,13,31300,No,No,Gas,Hot Air,Private,2494,64,3,1,2.5,7,Yes,3
1378,154000,0.17,No,21,15800,No,No,Electric,Electric,Public,912,40,2,None,1.5,7,No,2 or fewer
1379,149000,0.15,No,20,15700,No,No,Electric,Electric,Public,988,40,2,None,1.0,7,No,2 or fewer
1380,300279,0.54,No,1,108900,Yes,No,Gas,Hot Air,Private,2762,40,4,1,3.0,9,Yes,4 or more
1381,278000,0.64,No,33,26500,No,No,Gas,Hot Water,Public,2625,64,4,1,2.5,10,Yes,4 or more
1382,202000,0.47,No,28,24600,No,No,Electric,Electric,Public,1222,64,2,None,1.0,6,No,2 or fewer
1383,328463,0.49,No,1,108900,Yes,Yes,Gas,Hot Air,Public,3144,40,4,1,2.5,10,Yes,4 or more
1384,185000,0.45,No,16,25000,No,No,Gas,Hot Air,Private,1173,40,3,1,1.0,5,Yes,3
1385,128000,0.17,No,21,15800,No,No,Electric,Electric,Public,908,40,2,None,1.0,3,No,2 or fewer
1386,335000,0.92,No,16,32700,No,Yes,Gas,Hot Water,Private,2274,64,4,1,2.5,10,Yes,4 or more
1387,148900,0.16,No,18,15700,No,No,Gas,Electric,Public,908,40,2,None,1.0,4,No,2 or fewer
1388,229900,0.43,No,16,25000,No,No,Gas,Hot Air,Private,1540,40,3,None,1.5,6,No,3
1389,215000,0.49,No,28,24900,No,No,Gas,Hot Air,Public,1196,64,4,1,2.0,7,Yes,4 or more
1390,253000,0.45,No,16,25000,No,No,Gas,Hot Air,Private,1780,40,3,1,1.5,9,Yes,3
1391,304065,0.34,No,1,108900,Yes,No,Gas,Hot Air,Public,2670,40,4,1,3.0,8,Yes,4 or more
1392,222000,0.34,No,26,27000,No,No,Gas,Hot Air,Public,1581,40,3,1,1.5,5,Yes,3
1393,165000,0.15,No,18,15100,No,No,Electric,Electric,Public,1592,40,3,None,1.5,7,No,3
1394,275000,0.37,No,14,31200,No,Yes,Gas,Hot Air,Private,2011,40,4,1,2.5,8,Yes,4 or more
1395,325000,0.27,Yes,105,56500,No,No,Electric,Electric,Public,1391,40,2,1,1.0,4,Yes,2 or fewer
1396,406000,1.08,No,15,21100,No,Yes,Gas,Hot Air,Private,2636,40,4,2 or more,2.5,8,Yes,4 or more
1397,230000,0.31,No,19,27000,No,No,Electric,Electric,Public,1656,40,3,1,1.5,6,Yes,3
1398,125000,0.04,No,130,2400,No,No,Gas,Hot Air,Public,1518,64,3,None,1.0,8,No,3
1399,148000,0.41,No,84,18200,No,No,Oil,Hot Air,Public,1182,64,3,1,1.5,8,Yes,3
1400,279000,0.44,No,9,26000,No,Yes,Gas,Hot Air,Public,1836,64,3,None,2.5,8,No,3
1401,250000,0.62,No,14,31600,No,Yes,Gas,Hot Air,Private,1529,64,2,1,2.0,6,Yes,2 or fewer
1402,314940,0.37,No,0,108900,Yes,No,Gas,Hot Air,Public,2715,40,4,1,3.0,10,Yes,4 or more
1403,165900,0.16,No,21,15100,No,No,Electric,Electric,Public,1184,40,2,None,1.5,3,No,2 or fewer
1404,150000,0.75,No,14,3700,No,No,Oil,Hot Air,Private,1120,36,3,None,1.5,6,No,3
1405,133000,0.15,No,15,2500,No,No,Gas,Hot Air,Public,1008,36,3,None,1.0,4,No,3
1406,155000,0.37,No,18,2500,No,No,Electric,Electric,Private,1008,36,3,None,1.0,7,No,3
1407,220000,0.41,No,57,4800,No,No,Oil,Hot Air,Private,2077,36,3,1,2.0,7,Yes,3
1408,229000,1.61,No,26,4500,No,No,Electric,Electric,Private,1572,36,3,None,1.5,4,No,3
1409,177000,0.63,No,34,5000,No,No,Oil,Hot Water,Private,1874,36,4,None,1.5,9,No,4 or more
1410,120000,0.11,No,50,1300,No,No,Gas,Hot Air,Public,768,36,2,None,1.0,6,No,2 or fewer
1411,195000,0.29,No,3,3800,No,No,Gas,Hot Air,Private,1552,36,3,1,2.5,5,Yes,3
1412,315371,1.0,No,1,3400,No,No,Gas,Hot Air,Private,2331,36,4,1,2.5,8,Yes,4 or more
1413,137000,0.36,No,48,3600,No,No,Gas,Hot Air,Private,960,36,2,None,1.0,3,No,2 or fewer
1414,225700,0.36,No,19,13000,No,No,Electric,Electric,Public,1720,64,3,None,1.5,9,No,3
1415,204900,0.34,No,20,13000,No,No,Electric,Electric,Public,1437,64,3,None,1.5,8,No,3
1416,189500,0.34,No,19,13000,No,Yes,Oil,Hot Air,Public,1510,64,3,None,2.0,8,No,3
1417,374000,0.72,No,21,26000,No,No,Electric,Electric,Public,3021,28,4,1,2.5,11,Yes,4 or more
1418,319000,0.35,No,12,13000,No,No,Gas,Hot Water,Private,1960,64,4,None,2.5,8,No,4 or more
1419,294100,0.39,No,11,13000,No,No,Gas,Hot Water,Private,2112,64,3,1,2.5,10,Yes,3
1420,440760,0.38,No,0,13000,No,Yes,Gas,Hot Air,Private,2917,64,4,1,3.0,10,Yes,4 or more
1421,128000,0.16,No,21,15700,No,No,Electric,Electric,Public,912,40,2,1,1.5,4,Yes,2 or fewer
1422,239505,0.37,No,1,108900,Yes,No,Gas,Hot Air,Public,2244,40,3,1,2.5,10,Yes,3
1423,141700,0.15,No,18,15100,No,No,Electric,Electric,Public,1202,40,2,None,1.5,4,No,2 or fewer
1424,215500,0.34,No,19,27000,No,Yes,Gas,Hot Air,Public,2601,40,4,1,2.5,10,Yes,4 or more
1425,320210,0.81,No,1,108900,Yes,No,Gas,Hot Air,Public,2492,40,3,1,2.5,9,Yes,3
1426,273495,0.3,No,1,108900,Yes,No,Gas,Hot Air,Public,2680,40,4,None,2.5,11,No,4 or more
1427,256350,0.35,No,1,108900,Yes,No,Gas,Hot Air,Public,2271,40,3,1,2.5,6,Yes,3
1428,255000,0.33,No,17,27000,No,No,Electric,Electric,Public,2012,40,3,1,3.0,6,Yes,3
1429,124000,0.09,No,13,6700,No,No,Electric,Electric,Public,920,40,3,None,1.0,8,No,3
1430,293000,1.94,No,5,110000,No,Yes,Gas,Hot Air,Private,2111,40,3,1,2.0,9,Yes,3
1431,147000,0.15,No,20,15100,No,No,Gas,Hot Water,Public,1184,40,3,1,2.0,4,Yes,3
1432,284595,0.32,No,1,108900,Yes,No,Gas,Hot Air,Public,2627,40,4,1,3.0,10,Yes,4 or more
1433,342269,0.39,No,1,108900,Yes,No,Gas,Hot Air,Public,2641,40,4,1,3.0,9,Yes,4 or more
1434,229000,0.51,No,25,25000,No,No,Gas,Hot Water,Public,1736,40,3,1,1.5,8,Yes,3
1435,216900,0.31,No,19,27000,No,No,Electric,Electric,Public,1656,40,3,1,1.5,7,Yes,3
1436,164900,0.15,No,22,15100,No,No,Electric,Electric,Public,1168,40,3,1,1.5,6,Yes,3
1437,149000,0.15,No,18,15100,No,No,Gas,Hot Air,Public,1385,40,2,1,1.5,3,Yes,2 or fewer
1438,150000,0.18,No,85,3600,No,No,Oil,Hot Air,Private,969,64,2,None,1.0,4,No,2 or fewer
1439,214990,0.32,No,17,27000,No,No,Gas,Hot Water,Public,1508,40,3,1,1.5,6,Yes,3
1440,173000,0.14,No,26,15100,No,Yes,Gas,Hot Air,Public,1602,40,2,1,1.5,7,Yes,2 or fewer
1441,149900,0.17,No,19,15800,No,No,Electric,Electric,Public,912,40,2,1,1.5,4,Yes,2 or fewer
1442,155000,0.15,No,18,15100,No,No,Electric,Electric,Public,1128,40,2,None,1.5,3,No,2 or fewer
1443,170000,0.16,No,18,15100,No,No,Electric,Electric,Public,1514,40,3,1,1.5,5,Yes,3
1444,237500,0.37,No,19,27000,No,No,Electric,Hot Water,Public,1535,40,3,None,2.0,5,No,3
1445,297065,0.45,No,1,108900,Yes,No,Gas,Hot Air,Public,2722,40,4,None,3.0,9,No,4 or more
1446,342202,0.44,No,1,108900,Yes,Yes,Gas,Hot Air,Public,2711,40,4,1,2.5,9,Yes,4 or more
1447,345264,0.88,No,1,108900,Yes,Yes,Gas,Hot Air,Public,3020,40,4,1,3.0,11,Yes,4 or more
1448,325046,0.5,No,1,108900,Yes,No,Gas,Hot Air,Public,2712,40,4,None,2.5,10,No,4 or more
1449,367000,1.0,No,19,21400,No,Yes,Electric,Electric,Private,2556,64,4,1,2.5,8,Yes,4 or more
1450,159900,0.17,No,21,15200,No,No,Electric,Electric,Public,1184,40,3,None,2.0,4,No,3
1451,145000,0.16,No,21,15700,No,No,Gas,Hot Air,Public,912,40,2,1,1.5,3,Yes,2 or fewer
1452,272500,0.32,No,18,27000,No,Yes,Gas,Hot Air,Public,2212,40,4,1,2.5,10,Yes,4 or more
1453,163255,0.09,No,25,15100,No,Yes,Gas,Hot Air,Public,1602,40,2,1,1.5,3,Yes,2 or fewer
1454,319000,0.47,No,1,108900,Yes,No,Gas,Hot Air,Public,3285,40,4,1,3.0,12,Yes,4 or more
1455,160600,0.15,No,20,15100,No,No,Electric,Electric,Public,1406,40,2,None,1.5,3,No,2 or fewer
1456,246000,0.34,No,20,27000,No,Yes,Gas,Hot Air,Public,1472,40,3,1,2.0,6,Yes,3
1457,153000,0.17,No,57,10200,No,No,Oil,Hot Air,Public,1072,40,2,None,1.0,6,No,2 or fewer
1458,295000,0.48,No,15,30000,No,No,Gas,Hot Air,Private,2504,64,5,1,2.5,10,Yes,4 or more
1459,159000,0.16,No,18,15100,No,No,Electric,Electric,Public,1184,40,2,None,1.5,3,No,2 or fewer
1460,148400,0.15,No,20,15700,No,No,Electric,Electric,Public,912,40,2,1,1.5,5,Yes,2 or fewer
1461,311000,0.54,No,10,30000,No,Yes,Gas,Hot Air,Public,2120,40,3,None,2.5,7,No,3
1462,314000,0.53,No,1,108900,Yes,No,Gas,Hot Air,Public,3344,40,4,1,3.5,11,Yes,4 or more
1463,250000,0.4,No,25,27000,No,Yes,Electric,Hot Air,Public,2243,40,3,1,2.5,6,Yes,3
1464,149000,0.16,No,21,15700,No,No,Electric,Electric,Public,908,40,2,None,1.0,3,No,2 or fewer
1465,307890,0.55,No,1,108900,Yes,No,Gas,Hot Air,Public,2714,40,4,None,3.0,12,No,4 or more
1466,223000,0.33,No,18,27000,No,No,Electric,Electric,Public,1360,40,3,1,1.5,8,Yes,3
1467,219000,0.47,No,27,24600,No,No,Electric,Electric,Public,1719,64,3,1,1.5,5,Yes,3
1468,178000,0.48,No,28,24800,No,No,Electric,Electric,Public,1404,64,3,1,1.5,6,Yes,3
1469,295925,0.56,No,0,108900,Yes,No,Gas,Hot Air,Public,2134,40,4,1,2.5,9,Yes,4 or more
1470,141160,0.17,No,20,15800,No,No,Electric,Electric,Public,912,40,2,None,1.5,6,No,2 or fewer
1471,229900,0.34,No,9,30000,No,Yes,Electric,Electric,Public,1423,40,3,1,1.5,8,Yes,3
1472,254900,0.33,No,10,30000,No,No,Gas,Hot Air,Public,2044,40,3,None,2.0,5,No,3
1473,126000,0.85,No,28,3900,No,No,Oil,Hot Air,Private,896,36,2,None,1.0,4,No,2 or fewer
1474,176500,0.37,No,55,4600,No,Yes,Oil,Hot Water,Private,1380,36,3,1,1.5,6,Yes,3
1475,161800,0.34,No,41,3500,No,No,Gas,Hot Air,Private,960,36,3,None,1.0,7,No,3
1476,112200,0.14,No,44,2400,No,No,Gas,Hot Air,Public,840,36,2,None,1.0,4,No,2 or fewer
1477,154500,0.54,No,35,5700,No,No,Gas,Hot Water,Private,1820,36,4,None,1.5,8,No,4 or more
1478,300000,0.92,No,19,5000,No,Yes,Oil,Hot Air,Private,2144,36,3,1,2.5,8,Yes,3
1479,206000,0.1,No,17,5100,No,No,Gas,Hot Air,Private,1610,36,3,None,2.0,8,No,3
1480,257000,0.75,No,6,1700,No,No,Gas,Hot Air,Private,1752,36,3,None,2.5,7,No,3
1481,182000,0.38,No,36,3300,No,No,Gas,Hot Water,Private,1729,36,4,1,1.5,8,Yes,4 or more
1482,161000,0.59,No,37,4400,No,No,Gas,Hot Air,Private,1056,36,3,None,1.0,6,No,3
1483,176000,0.42,No,21,12250,No,No,Electric,Electric,Public,1292,64,3,None,1.5,6,No,3
1484,177160,0.41,No,35,7200,No,No,Oil,Hot Air,Public,832,64,3,None,1.0,8,No,3
1485,355063,0.36,No,0,13000,Yes,Yes,Gas,Hot Air,Private,2256,64,4,1,2.5,8,Yes,4 or more
1486,213000,0.48,No,20,10000,No,No,Electric,Electric,Public,1274,64,3,1,2.0,4,Yes,3
1487,266500,0.52,No,18,13000,No,No,Electric,Electric,Public,1608,64,3,None,2.5,4,No,3
1488,285000,0.36,No,13,13000,No,No,Gas,Hot Water,Private,1868,64,3,1,2.5,9,Yes,3
