"","case.id","sex","length","diameter","height","whole.weight","shucked.weight","viscera.weight","shell.weight","rings"
"3039",3040,"M",0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
"3673",3674,"F",0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
"1399",1400,"F",0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
"3275",3276,"M",0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
"2048",2049,"I",0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
"493",493,"F",0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
"1536",1537,"I",0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
"557",557,"I",0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
"63",63,"F",0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
"2732",2733,"I",0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
"1581",1582,"I",0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
"3125",3126,"M",0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
"1668",1669,"M",0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
"1711",1712,"M",0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
"1843",1844,"I",0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
"307",307,"I",0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
"374",374,"F",0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
"439",439,"M",0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
"2745",2746,"I",0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
"3779",3780,"M",0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
"920",920,"I",0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
"685",685,"M",0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
"4097",4099,"F",0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
"502",502,"F",0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23
"547",547,"M",0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
"624",624,"F",0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
"3625",3626,"F",0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
"3634",3635,"I",0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
"850",850,"M",0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
"210",210,"I",0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
"929",929,"I",0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
"1335",1336,"F",0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
"2696",2697,"F",0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
"787",787,"F",0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
"2056",2057,"F",0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7
"2449",2450,"F",0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
"524",524,"M",0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5
"1072",1072,"I",0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
"928",928,"I",0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8
"2737",2738,"I",0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
"3100",3101,"M",0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10
"1972",1973,"M",0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
"2248",2249,"M",0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
"2476",2477,"M",0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
"1167",1167,"F",0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
"2741",2742,"I",0.46,0.35,0.1,0.471,0.252,0.077,0.123,8
"110",110,"F",0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
"3923",3924,"M",0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
"1444",1445,"I",0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6
"4111",4113,"F",0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
"1103",1103,"M",0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
"3037",3038,"M",0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
"3258",3259,"M",0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
"3599",3600,"M",0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
"1544",1545,"I",0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
"1035",1035,"F",0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
"649",649,"I",0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
"3467",3468,"M",0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
"3379",3380,"I",0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
"3483",3484,"I",0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7
"745",745,"M",0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
"977",977,"M",0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
"4105",4107,"F",0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
"2527",2528,"M",0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
"3522",3523,"I",0.24,0.185,0.06,0.0655,0.0295,5e-04,0.02,4
"529",529,"F",0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
"1986",1987,"I",0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
"3963",3964,"I",0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
"1514",1515,"F",0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
"1049",1049,"M",0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
"863",863,"M",0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
"3733",3734,"M",0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
"3441",3442,"F",0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
"1191",1191,"F",0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
"1779",1780,"M",0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
"1233",1233,"I",0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
"1146",1146,"M",0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
"2554",2555,"I",0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
"2938",2939,"F",0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
"1578",1579,"I",0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
"2083",2084,"M",0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
"955",955,"M",0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
"2310",2311,"F",0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
"2619",2620,"M",0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
"409",409,"M",0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
"2480",2481,"F",0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
"2281",2282,"I",0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
"201",201,"F",0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
"464",464,"I",0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
"3618",3619,"M",0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
"1451",1452,"I",0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
"518",518,"M",0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
"1409",1410,"F",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
"548",548,"M",0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
"936",936,"I",0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
"833",833,"I",0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
"2196",2197,"I",0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
"268",268,"M",0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
"610",610,"M",0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
"446",446,"F",0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
"4095",4097,"F",0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
"2227",2228,"I",0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
"1180",1180,"M",0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
"3941",3942,"F",0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
"2415",2416,"M",0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10
"3106",3107,"I",0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
"3380",3381,"I",0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
"2443",2444,"F",0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
"3282",3283,"F",0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
"3181",3182,"M",0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
"3294",3295,"F",0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
"659",659,"I",0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
"3436",3437,"I",0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
"3176",3177,"F",0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
"2769",2770,"I",0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
"3882",3883,"F",0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
"1433",1434,"I",0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
"2995",2996,"M",0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
"4044",4046,"M",0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
"2285",2286,"I",0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9
"1758",1759,"M",0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
"4070",4072,"I",0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8
"3808",3809,"M",0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
"537",537,"I",0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
"1761",1762,"M",0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
"120",120,"M",0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
"1403",1404,"F",0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
"2767",2768,"I",0.56,0.44,0.14,0.825,0.402,0.139,0.245,10
"1800",1801,"M",0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
"3119",3120,"F",0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
"411",411,"M",0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
"1459",1460,"I",0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
"1267",1268,"F",0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
"3340",3341,"I",0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
"758",758,"F",0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
"2373",2374,"F",0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
"167",167,"F",0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
"1342",1343,"I",0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
"1318",1319,"I",0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
"1020",1020,"M",0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
"2258",2259,"M",0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
"1669",1670,"F",0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
"3594",3595,"F",0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
"4127",4129,"M",0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
"3731",3732,"F",0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
"1912",1913,"I",0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
"1767",1768,"M",0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
"965",965,"I",0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
"1204",1204,"F",0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
"2856",2857,"F",0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
"2277",2278,"F",0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
"173",173,"M",0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
"2562",2563,"I",0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
"3675",3676,"M",0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
"2405",2406,"I",0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
"3137",3138,"M",0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
"1484",1485,"F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
"153",153,"F",0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
"300",300,"M",0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
"1148",1148,"M",0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
"3033",3034,"M",0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
"2709",2710,"F",0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
"413",413,"F",0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
"3163",3164,"F",0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
"365",365,"F",0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
"1991",1992,"I",0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6
"987",987,"F",0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
"2038",2039,"I",0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
"2688",2689,"M",0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
"2269",2270,"M",0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
"3702",3703,"F",0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
"1602",1603,"I",0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9
"1834",1835,"I",0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
"80",80,"F",0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
"1897",1898,"M",0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
"1590",1591,"I",0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7
"998",998,"M",0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
"564",564,"F",0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
"3155",3156,"M",0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
"3211",3212,"F",0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
"1816",1817,"F",0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
"1374",1375,"M",0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
"2271",2272,"F",0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14
"3173",3174,"M",0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
"4096",4098,"M",0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
"4057",4059,"F",0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
"3721",3722,"M",0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
"2873",2874,"I",0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6
"820",820,"I",0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
"573",573,"F",0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
"2807",2808,"M",0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
"3761",3762,"M",0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
"4151",4153,"I",0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
"1859",1860,"I",0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
"2840",2841,"M",0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
"797",797,"M",0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
"1849",1850,"I",0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
"577",577,"I",0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
"1358",1359,"I",0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
"358",358,"F",0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
"401",401,"F",0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
"2396",2397,"I",0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
"1810",1811,"M",0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
"2913",2914,"M",0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
"2081",2082,"M",0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
"2818",2819,"I",0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
"2254",2255,"M",0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
"3547",3548,"I",0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
"2730",2731,"I",0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
"46",46,"I",0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
"2785",2786,"M",0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
"999",999,"F",0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
"2011",2012,"M",0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
"2907",2908,"M",0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
"3830",3831,"M",0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
"2018",2019,"M",0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
"1591",1592,"M",0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
"692",692,"I",0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
"4170",4172,"M",0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
"1975",1976,"M",0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
"3359",3360,"I",0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
"765",765,"F",0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
"1285",1286,"I",0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
"2663",2664,"M",0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
"1885",1886,"I",0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
"3088",3089,"I",0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
"3903",3904,"M",0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
"3",3,"F",0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
"3321",3322,"I",0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
"3413",3414,"M",0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
"29",29,"M",0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
"179",179,"I",0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
"3614",3615,"M",0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
"3807",3808,"F",0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
"4175",4177,"M",0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
"1414",1415,"M",0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
"14",14,"F",0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
"644",644,"M",0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7
"3162",3163,"M",0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
"1704",1705,"M",0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
"154",154,"F",0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
"1821",1822,"F",0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
"3589",3590,"M",0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
"2467",2468,"M",0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
"2283",2284,"I",0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7
"1243",1243,"I",0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
"3216",3217,"M",0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
"2631",2632,"I",0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6
"1725",1726,"M",0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
"2256",2257,"M",0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
"818",818,"I",0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
"2879",2880,"I",0.47,0.385,0.13,0.587,0.264,0.117,0.174,8
"1511",1512,"M",0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
"3783",3784,"I",0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
"1809",1810,"F",0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
"2723",2724,"I",0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
"377",377,"M",0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
"82",82,"M",0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
"536",536,"I",0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
"2033",2034,"M",0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
"4",4,"M",0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
"506",506,"M",0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
"375",375,"M",0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13
"334",334,"I",0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
"1441",1442,"I",0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
"3683",3684,"M",0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
"1540",1541,"I",0.36,0.27,0.095,0.2,0.073,0.056,0.061,8
"3471",3472,"F",0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
"3691",3692,"M",0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
"3377",3378,"I",0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
"3901",3902,"F",0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
"4000",4002,"I",0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
"1503",1504,"F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
"2297",2298,"M",0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
"3369",3370,"I",0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
"1774",1775,"M",0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
"693",693,"F",0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
"1528",1529,"M",0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
"3013",3014,"I",0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
"579",579,"I",0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11
"3238",3239,"M",0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
"4131",4133,"I",0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
"2304",2305,"M",0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
"3915",3916,"I",0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
"457",457,"F",0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
"3458",3459,"F",0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
"1066",1066,"I",0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
"1015",1015,"F",0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
"2867",2868,"I",0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
"2",2,"M",0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
"3947",3948,"M",0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
"1825",1826,"I",0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
"691",691,"M",0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
"1563",1564,"I",0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
"553",553,"I",0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
"679",679,"F",0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
"1525",1526,"M",0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
"927",927,"I",0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
"1867",1868,"I",0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
"3326",3327,"I",0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
"1199",1199,"M",0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
"3004",3005,"F",0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
"3696",3697,"M",0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
"2582",2583,"M",0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
"414",414,"M",0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
"2416",2417,"M",0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
"2889",2890,"I",0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
"1690",1691,"M",0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
"151",151,"M",0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15
"525",525,"M",0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
"2422",2423,"F",0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
"843",843,"M",0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
"2313",2314,"M",0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
"3402",3403,"M",0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
"1884",1885,"M",0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7
"951",951,"M",0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
"3985",3986,"M",0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
"2860",2861,"F",0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
"1266",1267,"I",0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
"3775",3776,"M",0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
"4015",4017,"F",0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
"1023",1023,"F",0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
"105",105,"M",0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
"2771",2772,"F",0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
"3664",3665,"I",0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9
"3507",3508,"F",0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
"2876",2877,"I",0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7
"4016",4018,"M",0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
"3704",3705,"M",0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
"53",53,"M",0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
"1814",1815,"M",0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
"3412",3413,"I",0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
"635",635,"M",0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
"1773",1774,"I",0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
"3273",3274,"F",0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
"3466",3467,"M",0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
"113",113,"I",0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
"2946",2947,"M",0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
"3640",3641,"I",0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7
